	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition.1	treatment	strain_description	biosample_strain	biosample_genotype	reference_condition.1	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	Study_Pubmed_id	SampleType	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	dbgap_study_accession	Consent	RunHash	ReadHash	LibraryName-DUPLICATE_DELETE	Experiment-DUPLICATE_DELETE	swift
SRX8164289	PRJNA627678	SAMN14680045		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;SVAR-A3	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597459	SRP258115	SRS6527177	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A3	True	True		True											True	SVAR-A3			None																																	
SRX8164290	PRJNA627678	SAMN14680044		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;STR1	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597460	SRP258115	SRS6527178	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:STR1	True	True		True											True	STR1			None																																	
SRX8164291	PRJNA627678	SAMN14680043		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;STR1	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597461	SRP258115	SRS6527179	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:STR1	True	True		True											True	STR1			None																																	
SRX8164292	PRJNA627678	SAMN14680042		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;SVAR-A4	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597462	SRP258115	SRS6527180	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4			None																																	
SRX8164293	PRJNA627678	SAMN14680041		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;SVAR-A4	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597415	SRP258115	SRS6525493	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4			None																																	
SRX8164294	PRJNA627678	SAMN14680040		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;SVAR-A5	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597416	SRP258115	SRS6525495	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5			None																																	
SRX8164295	PRJNA627678	SAMN14680039		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;SVAR-A5	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597417	SRP258115	SRS6525494	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5			None																																	
SRX8164272	PRJNA627678	SAMN14680003		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;WT	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597442	SRP258115	SRS6525520	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT			Vancomycin																																	
SRX8164273	PRJNA627678	SAMN14680002		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;WT	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597443	SRP258115	SRS6525519	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT			Vancomycin																																	
SRX8164274	PRJNA627678	SAMN14680001		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A3	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597444	SRP258115	SRS6525521	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A3	True	True		True											True	SVAM-A3			Vancomycin																																	
SRX8164275	PRJNA627678	SAMN14680000		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A3	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597445	SRP258115	SRS6525524	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A3	True	True		True											True	SVAM-A3			Vancomycin																																	
SRX8164276	PRJNA627678	SAMN14679999		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;STM3	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597446	SRP258115	SRS6525522	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:STM3	True	True		True											True	STM3			Vancomycin																																	
SRX8164277	PRJNA627678	SAMN14679998		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;STM3	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597447	SRP258115	SRS6525523	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:STM3	True	True		True											True	STM3			Vancomycin																																	
SRX8164278	PRJNA627678	SAMN14679997		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A9	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597448	SRP258115	SRS6525528	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A9	True	True		True											True	SVAM-A9			Vancomycin																																	
SRX8164279	PRJNA627678	SAMN14679996		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A9	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597449	SRP258115	SRS6525525	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A9	True	True		True											True	SVAM-A9			Vancomycin																																	
SRX8164280	PRJNA627678	SAMN14679995		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A10	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597450	SRP258115	SRS6525526	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A10	True	True		True											True	SVAM-A10			Vancomycin																																	
SRX8164281	PRJNA627678	SAMN14679994		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A10	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597451	SRP258115	SRS6525533	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A10	True	True		True											True	SVAM-A10			Vancomycin																																	
SRX8164282	PRJNA627678	SAMN14679993		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A12	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597452	SRP258115	SRS6525527	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A12	True	True		True											True	SVAM-A12			Vancomycin																																	
SRX8164283	PRJNA627678	SAMN14680051		vancomycin ALE	CA-MHB	CA-MHB;Vancomycin;exp;TCH1516;SVAM-A12	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597453	SRP258115	SRS6525529	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A12	True	True		True											True	SVAM-A12			Vancomycin																																	
SRX8164296	PRJNA627678	SAMN14680038		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;WT	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597418	SRP258115	SRS6525496	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT			Vancomycin																																	
SRX8164297	PRJNA627678	SAMN14680037		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;WT	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597419	SRP258115	SRS6525497	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT			Vancomycin																																	
SRX8164298	PRJNA627678	SAMN14680036		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A2	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597420	SRP258115	SRS6525498	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A2	True	True		True											True	SVAR-A2			Vancomycin																																	
SRX8164299	PRJNA627678	SAMN14680035		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A2	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597421	SRP258115	SRS6525499	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A2	True	True		True											True	SVAR-A2			Vancomycin																																	
SRX8164300	PRJNA627678	SAMN14680034		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A3	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597422	SRP258115	SRS6525500	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A3	True	True		True											True	SVAR-A3			Vancomycin																																	
SRX8164301	PRJNA627678	SAMN14680033		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A3	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597423	SRP258115	SRS6525501	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A3	True	True		True											True	SVAR-A3			Vancomycin																																	
SRX8164302	PRJNA627678	SAMN14680032		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;STR1	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597424	SRP258115	SRS6525502	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:STR1	True	True		True											True	STR1			Vancomycin																																	
SRX8164303	PRJNA627678	SAMN14680031		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;STR1	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597425	SRP258115	SRS6525503	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:STR1	True	True		True											True	STR1			Vancomycin																																	
SRX8164304	PRJNA627678	SAMN14680072		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A4	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597426	SRP258115	SRS6525504	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4			Vancomycin																																	
SRX8164305	PRJNA627678	SAMN14680071		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A4	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597427	SRP258115	SRS6525505	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4			Vancomycin																																	
SRX8164306	PRJNA627678	SAMN14680070		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A5	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597428	SRP258115	SRS6525506	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5			Vancomycin																																	
SRX8164307	PRJNA627678	SAMN14680069		vancomycin ALE	RPMI+10%LB	RPMI+10%LB;Vancomycin;exp;TCH1516;SVAR-A5	exp	TCH1516	Control			Vanc ALE	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597429	SRP258115	SRS6525507	Staphylococcus aureus	SRA1068282	1280.0									vancomycin ALE:RPMI+10%LB:Vancomycin:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5			Vancomycin																																	
SRX8387573	PRJNA634715	SAMN15005131		staph stress	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;WT	exp	TCH1516	Control		0.5298	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837161	SRP263146	SRS6701153	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:RPMI+10%LB:None:Exponential:TCH1516:WT	True	True		True											True	WT			None																																	
SRX8387574	PRJNA634715	SAMN15005129		staph stress	RPMI+10%LB-noGlu	RPMI+10%LB-noGlu;1g/L Maltose;exp;TCH1516;WT	exp	TCH1516	Control		0.5062	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837159	SRP263146	SRS6701153	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:RPMI+10%LB-noGlu:1g/L Maltose:Exponential:TCH1516:WT	True	True		True											True	WT			1g/L Maltose																																	
SRX8387575	PRJNA634715	SAMN15005128		staph stress	CA-MHB	CA-MHB;0.0195ug/mL Mupirocin;exp;TCH1516;WT	exp	TCH1516	Control		0.5108	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837157	SRP263146	SRS6701154	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:0.0195ug/mL Mupirocin:Exponential:TCH1516:WT	True	True		True											True	WT			0.0195ug/mL Mupirocin																																	
SRX8387576	PRJNA634715	SAMN15005129		staph stress	RPMI+10%LB-noGlu	RPMI+10%LB-noGlu;1g/L Maltose;exp;TCH1516;WT	exp	TCH1516	Control		0.4912	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837158	SRP263146	SRS6701154	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:RPMI+10%LB-noGlu:1g/L Maltose:Exponential:TCH1516:WT	True	True		True											True	WT			1g/L Maltose																																	
SRX8387578	PRJNA634715	SAMN15005132		staph stress	CA-MHB	CA-MHB;250nM Paraquat;exp;TCH1516;WT	exp	TCH1516	Control		0.4795	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837156	SRP263146	SRS6701155	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:250nM Paraquat:Exponential:TCH1516:WT	True	True		True											True	WT			250nM Paraquat																																	
SRX8387577	PRJNA634715	SAMN15005128		staph stress	CA-MHB	CA-MHB;0.0195ug/mL Mupirocin;exp;TCH1516;WT	exp	TCH1516	Control		0.4912	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837155	SRP263146	SRS6701155	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:0.0195ug/mL Mupirocin:Exponential:TCH1516:WT	True	True		True											True	WT			0.0195ug/mL Mupirocin																																	
SRX8387579	PRJNA634715	SAMN15005132		staph stress	CA-MHB	CA-MHB;250nM Paraquat;exp;TCH1516;WT	exp	TCH1516	Control		0.5265	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837153	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:250nM Paraquat:Exponential:TCH1516:WT	True	True		True											True	WT			250nM Paraquat																																	
SRX8387580	PRJNA634715	SAMN15005133		staph stress	CA-MHB	CA-MHB;2g/L Galactose;exp;TCH1516;WT	exp	TCH1516	Control		0.5429	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837154	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:2g/L Galactose:Exponential:TCH1516:WT	True	True		True											True	WT			2g/L Galactose																																	
SRX8387581	PRJNA634715	SAMN15005133		staph stress	CA-MHB	CA-MHB;2g/L Galactose;exp;TCH1516;WT	exp	TCH1516	Control			First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837169	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:2g/L Galactose:Exponential:TCH1516:WT	True	True		True											True	WT			2g/L Galactose																																	
SRX8387583	PRJNA634715	SAMN15005134		staph stress	CA-MHB	CA-MHB;2g/L Pyruvate;exp;TCH1516;WT	exp	TCH1516	Control			First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837165	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:2g/L Pyruvate:Exponential:TCH1516:WT	True	True		True											True	WT			2g/L Pyruvate																																	
SRX8387584	PRJNA634715	SAMN15005134		staph stress	CA-MHB	CA-MHB;2g/L Pyruvate;exp;TCH1516;WT	exp	TCH1516	Control			First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837166	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:2g/L Pyruvate:Exponential:TCH1516:WT	True	True		True											True	WT			2g/L Pyruvate																																	
SRX8387582	PRJNA634715	SAMN15005120		staph stress	CA-MHB	CA-MHB;1.5mM Ile;exp;TCH1516;WT	exp	TCH1516	Control			First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:42	SRR11837170	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:1.5mM Ile:Exponential:TCH1516:WT	True	True		True											True	WT			1.5mM Ile																																	
SRX8387572	PRJNA634715	SAMN15005131		staph stress	RPMI+10%LB	RPMI+10%LB;None;exp;TCH1516;WT	exp	TCH1516	Control		1.0539	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837152	SRP263146	SRS6701156	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:RPMI+10%LB:None:Exponential:TCH1516:WT	True	True		True											True	WT			None																																	
SRX8387571	PRJNA634715	SAMN15005120		staph stress	CA-MHB	CA-MHB;1.5mM Ile;exp;TCH1516;WT	exp	TCH1516	Control		1.0433	First S. aureus ICA model	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	5/24/2020 5:37	SRR11837151	SRP263146	SRS6701156	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:CA-MHB:1.5mM Ile:Exponential:TCH1516:WT	True	True		True											True	WT			1.5mM Ile																																	
SRX8387559	PRJNA634715	SAMN15005119		staph stress	RPMI+10%LB	RPMI+10%LB;None;exp;LAC;WT	exp	LAC	Control			PNAS StaphICA data	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	2020-05-24 05:37:14	SRR11837180	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:RPMI+10%LB:None:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT			None																																	
SRX8387560	PRJNA634715	SAMN15005119		staph stress	RPMI+10%LB	RPMI+10%LB;None;exp;LAC;WT	exp	LAC	Control			PNAS StaphICA data	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715.0	2020-05-24 05:42:39	SRR11837179	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280.0			1208.0						staph stress:RPMI+10%LB:None:Exponential:LAC:WT	True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO							True	WT			None																																	
