# Metadata of the RNA sequencing data used to create the TRN model with ICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# Metadata of the RNA sequencing data used to create the TRN model with ICA
,BioProject,BioSample,Body_Site,project,base_media,condition,growth_phase,isolate,reference_condition,skip,OD-600,NOTES,InsertDev,InsertSize,LibraryLayout,LibrarySelection,LibrarySource,LibraryStrategy,Manual Strain,Model,Platform,Project,ProjectID,ReleaseDate,Run,SRAStudy,Sample,ScientificName,Submission,TaxID,class_tax_id,species,species_tax_id,strain_tax_id,Swift,Treatment,full_name,passed_fastqc,passed_global_correlation,passed_number_replicates,passed_reads_mapped_to_CDS,passed_similar_replicates,condition_name,project_name,CenterName,Notes,SRA ID,GEO Series,GEO Sample,PMID,passed_replicate_correlations,genetic_changes,name,treatment,strain_description,Study_Pubmed_id,Previous ID (Changed SRR to SRX)
SRX5505133,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710737,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:Control:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,Control,,,SRX5505133
SRX5505134,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;0.65ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710736,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:0.65ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.65ug/mL Vancomycin,,,SRX5505134
SRX5505135,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;0.7ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710734,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:0.7ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.7ug/mL Vancomycin,,,SRX5505135
SRX5505136,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;0.7ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710733,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:0.7ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.7ug/mL Vancomycin,,,SRX5505136
SRX5505137,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710732,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:Control:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,Control,,,SRX5505137
SRX5505138,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;0.65ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710735,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:0.65ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.65ug/mL Vancomycin,,,SRX5505138
SRX5505139,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;0.7ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710731,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:0.7ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.7ug/mL Vancomycin,,,SRX5505139
SRX5505140,PRJNA526539,SAMN09103979,,lac vanco,CA-MHB,CA-MHB;0.7ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710730,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:CA-MHB:0.7ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.7ug/mL Vancomycin,,,SRX5505140
SRX5505141,PRJNA526539,SAMN09103979,,lac vanco,RPMI+10%LB,RPMI+10%LB;0.6ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710729,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:RPMI+10%LB:0.6ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.6ug/mL Vancomycin,,,SRX5505141
SRX5505142,PRJNA526539,SAMN09103979,,lac vanco,RPMI+10%LB,RPMI+10%LB;0.8ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710728,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:RPMI+10%LB:0.8ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.8ug/mL Vancomycin,,,SRX5505142
SRX5505143,PRJNA526539,SAMN09103979,,lac vanco,RPMI+10%LB,RPMI+10%LB;0.8ug/mL Vancomycin;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710727,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:RPMI+10%LB:0.8ug/mL Vancomycin:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,0.8ug/mL Vancomycin,,,SRX5505143
SRX5505144,PRJNA526539,SAMN09103979,,lac vanco,RPMI+10%LB,RPMI+10%LB;None;exp;LAC;WT,exp,LAC,Control,,,PNAS StaphICA data,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 4000,ILLUMINA,,526539,3/12/2019 2:04,SRR8710726,SRP188138,SRS3283680,Staphylococcus aureus,SRA858631,1280,,,1208,,,,lac vanco:RPMI+10%LB:None:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,UNIVERSITY OF CALIFORNIA- SAN DIEGO,,,,,,TRUE,WT,,,,,SRX5505144
SRX5797722,PRJNA541320,SAMN11582919,,delta-mgrA,TSB,TSB;Control;exp;LAC;WT,exp,LAC,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2000,ILLUMINA,,541320,5/7/2019 15:38,SRR9019614,SRP195622,SRS4728856,Staphylococcus aureus subsp. aureus USA300,SRA883326,367830,91061,Staphylococcus aureus,1280,367830,,,delta-mgrA:TSB:Control:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEO,,,,,,TRUE,WT,,Control,,,SRX5797722
SRX5797723,PRJNA541320,SAMN11582918,,delta-mgrA,TSB,TSB;Control;exp;LAC;WT,exp,LAC,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2000,ILLUMINA,,541320,5/7/2019 15:38,SRR9019615,SRP195622,SRS4728857,Staphylococcus aureus subsp. aureus USA300,SRA883326,367830,91061,Staphylococcus aureus,1280,367830,,,delta-mgrA:TSB:Control:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEO,,,,,,TRUE,WT,,Control,,,SRX5797723
SRX5797724,PRJNA541320,SAMN11582917,,delta-mgrA,TSB,TSB;Control;exp;LAC;WT,exp,LAC,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2000,ILLUMINA,,541320,5/7/2019 15:38,SRR9019616,SRP195622,SRS4728858,Staphylococcus aureus subsp. aureus USA300,SRA883326,367830,91061,Staphylococcus aureus,1280,367830,,,delta-mgrA:TSB:Control:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEO,,,,,,TRUE,WT,,Control,,,SRX5797724
SRX5797725,PRJNA541320,SAMN11582916,,delta-mgrA,TSB,TSB;Mutant;exp;LAC;Delta-mgrA,exp,LAC,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2000,ILLUMINA,,541320,5/7/2019 15:38,SRR9019617,SRP195622,SRS4728859,Staphylococcus aureus subsp. aureus USA300,SRA883326,367830,91061,Staphylococcus aureus,1280,367830,,,delta-mgrA:TSB:Mutant:Exponential:LAC:Delta-mgrA,TRUE,TRUE,,TRUE,,,,GEO,,,,,,TRUE,Delta-mgrA,,Mutant,,,SRX5797725
SRX5797726,PRJNA541320,SAMN11582915,,delta-mgrA,TSB,TSB;Mutant;exp;LAC;Delta-mgrA,exp,LAC,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2000,ILLUMINA,,541320,5/7/2019 15:38,SRR9019618,SRP195622,SRS4728860,Staphylococcus aureus subsp. aureus USA300,SRA883326,367830,91061,Staphylococcus aureus,1280,367830,,,delta-mgrA:TSB:Mutant:Exponential:LAC:Delta-mgrA,TRUE,TRUE,,TRUE,,,,GEO,,,,,,TRUE,Delta-mgrA,,Mutant,,,SRX5797726
SRX5797727,PRJNA541320,SAMN11582914,,delta-mgrA,TSB,TSB;Mutant;exp;LAC;Delta-mgrA,exp,LAC,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2000,ILLUMINA,,541320,5/7/2019 15:38,SRR9019619,SRP195622,SRS4728861,Staphylococcus aureus subsp. aureus USA300,SRA883326,367830,91061,Staphylococcus aureus,1280,367830,,,delta-mgrA:TSB:Mutant:Exponential:LAC:Delta-mgrA,TRUE,TRUE,,TRUE,,,,GEO,,,,,,TRUE,Delta-mgrA,,Mutant,,,SRX5797727
SRX5806783,PRJNA541911,SAMN11604593,,delta-arlRS,TSB,TSB;Control;stat;AH1263;WT,stat,AH1263,Control,,1.5,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,541911,4/29/2020 16:34,SRR9029358,SRP197080,SRS4736253,Staphylococcus aureus subsp. aureus USA300,SRA884199,91061,91061,Staphylococcus aureus,1280,367830,FALSE,,delta-arlRS:TSB:Control:Stationary:AH1263:WT,TRUE,TRUE,,TRUE,,Control,,,,,,,,TRUE,WT,,Control,,,SRX5806783
SRX5806784,PRJNA541911,SAMN11604592,,delta-arlRS,TSB,TSB;Control;stat;AH1263;WT,stat,AH1263,Control,,1.5,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,541911,4/29/2020 16:34,SRR9029359,SRP197080,SRS4736254,Staphylococcus aureus subsp. aureus USA300,SRA884199,91061,91061,Staphylococcus aureus,1280,367830,FALSE,,delta-arlRS:TSB:Control:Stationary:AH1263:WT,TRUE,TRUE,,TRUE,,Control,,,,,,,,TRUE,WT,,Control,,,SRX5806784
SRX5806785,PRJNA541911,SAMN11604591,,delta-arlRS,TSB,TSB;Control;stat;AH1263;WT,stat,AH1263,Control,,1.5,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,541911,4/29/2020 16:34,SRR9029360,SRP197080,SRS4736255,Staphylococcus aureus subsp. aureus USA300,SRA884199,91061,91061,Staphylococcus aureus,1280,367830,FALSE,,delta-arlRS:TSB:Control:Stationary:AH1263:WT,TRUE,TRUE,,TRUE,,Control,,,,,,,,TRUE,WT,,Control,,,SRX5806785
SRX5806786,PRJNA541911,SAMN11604590,,delta-arlRS,TSB,TSB;Mutant;stat;AH1263;Delta-arlRS,stat,AH1263,Control,,1.5,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,541911,4/29/2020 16:34,SRR9029361,SRP197080,SRS4736256,Staphylococcus aureus subsp. aureus USA300,SRA884199,91061,91061,Staphylococcus aureus,1280,367830,FALSE,,delta-arlRS:TSB:Mutant:Stationary:AH1263:Delta-arlRS,TRUE,TRUE,,TRUE,,KO,,,,,,,,TRUE,Delta-arlRS,,Mutant,,,SRX5806786
SRX5806787,PRJNA541911,SAMN11604589,,delta-arlRS,TSB,TSB;Mutant;stat;AH1263;Delta-arlRS,stat,AH1263,Control,,1.5,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,541911,4/29/2020 16:34,SRR9029362,SRP197080,SRS4736257,Staphylococcus aureus subsp. aureus USA300,SRA884199,91061,91061,Staphylococcus aureus,1280,367830,FALSE,,delta-arlRS:TSB:Mutant:Stationary:AH1263:Delta-arlRS,TRUE,TRUE,,TRUE,,KO,,,,,,,,TRUE,Delta-arlRS,,Mutant,,,SRX5806787
SRX5806788,PRJNA541911,SAMN11604588,,delta-arlRS,TSB,TSB;Mutant;stat;AH1263;Delta-arlRS,stat,AH1263,Control,,1.5,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,541911,4/29/2020 16:34,SRR9029363,SRP197080,SRS4736258,Staphylococcus aureus subsp. aureus USA300,SRA884199,91061,91061,Staphylococcus aureus,1280,367830,FALSE,,delta-arlRS:TSB:Mutant:Stationary:AH1263:Delta-arlRS,TRUE,TRUE,,TRUE,,KO,,,,,,,,TRUE,Delta-arlRS,,Mutant,,,SRX5806788
SRX5972865,PRJNA546264,SAMN11958517,,delta-purR,TSB,TSB;Mutant;stat;FPR3757;bursa::purR,stat,FPR3757,Control,,,FPR3757; Publication says FPR3757,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,546264,6/12/2019 16:13,SRR9201337;SRR9201338;SRR9201339;SRR9201340,SRP200402,SRS4876936,Staphylococcus aureus,SRA894097,1280,91061,Staphylococcus aureus,1280,1280,,,delta-purR:TSB:Mutant:Stationary:FPR3757:bursa::purR,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,bursa::purR,,Mutant,,,SRX5972865
SRX5972867,PRJNA546264,SAMN11958515,,delta-purR,TSB,TSB;Mutant;stat;FPR3757;bursa::purR,stat,FPR3757,Control,,,FPR3757; Publication says FPR3757,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,546264,6/12/2019 16:13,SRR9201357;SRR9201358;SRR9201359;SRR9201360,SRP200402,SRS4876941,Staphylococcus aureus,SRA894097,1280,91061,Staphylococcus aureus,1280,1280,,,delta-purR:TSB:Mutant:Stationary:FPR3757:bursa::purR,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,bursa::purR,,Mutant,,,SRX5972867
SRX5972868,PRJNA546264,SAMN11958514,,delta-purR,TSB,TSB;Mutant;stat;FPR3757;bursa::purR,stat,FPR3757,Control,,,FPR3757; Publication says FPR3757,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,546264,6/12/2019 16:13,SRR9201353;SRR9201354;SRR9201355;SRR9201356,SRP200402,SRS4876940,Staphylococcus aureus,SRA894097,1280,91061,Staphylococcus aureus,1280,1280,,,delta-purR:TSB:Mutant:Stationary:FPR3757:bursa::purR,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,bursa::purR,,Mutant,,,SRX5972868
SRX5972869,PRJNA546264,SAMN11958513,,delta-purR,TSB,TSB;Control;exp;FPR3757;WT,exp,FPR3757,Control,,,FPR3757; Publication says FPR3757,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,546264,6/12/2019 16:13,SRR9201349;SRR9201350;SRR9201351;SRR9201352,SRP200402,SRS4876939,Staphylococcus aureus,SRA894097,1280,91061,Staphylococcus aureus,1280,1280,,,delta-purR:TSB:Control:Exponential:FPR3757:WT,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,WT,,Control,,,SRX5972869
SRX5972870,PRJNA546264,SAMN11958512,,delta-purR,TSB,TSB;Control;exp;FPR3757;WT,exp,FPR3757,Control,,,FPR3757; Publication says FPR3757,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,546264,6/12/2019 16:13,SRR9201345;SRR9201346;SRR9201347;SRR9201348,SRP200402,SRS4876938,Staphylococcus aureus,SRA894097,1280,91061,Staphylococcus aureus,1280,1280,,,delta-purR:TSB:Control:Exponential:FPR3757:WT,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,WT,,Control,,,SRX5972870
SRX6877996,PRJNA573047,SAMN12797082,,SCFM2,CDM ,CDM ;20mM glucose;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152598,SRP222773,SRS5413778,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:CDM :20mM glucose:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,20mM glucose,,,SRX6877996
SRX6877997,PRJNA573047,SAMN12797083,,SCFM2,CDM ,CDM ;20mM glucose;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152597,SRP222773,SRS5413779,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:CDM :20mM glucose:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,20mM glucose,,,SRX6877997
SRX6878008,PRJNA573047,SAMN12797084,,SCFM2,CDM,CDM;20mM glucose;stat;LAC;WT,stat,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152586,SRP222773,SRS5413790,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:CDM:20mM glucose:Stationary:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,20mM glucose,,,SRX6878008
SRX6878011,PRJNA573047,SAMN12797104,,SCFM2,SCFM2,SCFM2;Mid-log;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152583,SRP222773,SRS5413793,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:SCFM2:Mid-log:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Mid-log,,,SRX6878011
SRX6878012,PRJNA573047,SAMN12797105,,SCFM2,SCFM2,SCFM2;Mid-log;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152582,SRP222773,SRS5413794,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:SCFM2:Mid-log:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Mid-log,,,SRX6878012
SRX6878017,PRJNA573047,SAMN12797110,,SCFM2,SCFM2,SCFM2;Late-log;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152577,SRP222773,SRS5413799,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:SCFM2:Late-log:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Late-log,,,SRX6878017
SRX6878018,PRJNA573047,SAMN12797111,,SCFM2,SCFM2,SCFM2;Late-log;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152576,SRP222773,SRS5413800,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:SCFM2:Late-log:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Late-log,,,SRX6878018
SRX6878019,PRJNA573047,SAMN12797085,,SCFM2,CDM,CDM;20mM glucose;stat;LAC;WT,stat,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152575,SRP222773,SRS5413801,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:CDM:20mM glucose:Stationary:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,20mM glucose,,,SRX6878019
SRX6878020,PRJNA573047,SAMN12797112,,SCFM2,SCFM2,SCFM2;Late-log;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152574,SRP222773,SRS5413802,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:SCFM2:Late-log:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Late-log,,,SRX6878020
SRX6878021,PRJNA573047,SAMN12797113,,SCFM2,SCFM2,SCFM2;Late-log;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152573,SRP222773,SRS5413803,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:SCFM2:Late-log:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Late-log,,,SRX6878021
SRX6878022,PRJNA573047,SAMN12797114,,SCFM2,SCFM2,SCFM2;Late-log;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152572,SRP222773,SRS5413804,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:SCFM2:Late-log:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Late-log,,,SRX6878022
SRX6878023,PRJNA573047,SAMN12797086,,SCFM2,CDM,CDM;20mM glucose;stat;LAC;WT,stat,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152571,SRP222773,SRS5413805,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:CDM:20mM glucose:Stationary:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,20mM glucose,,,SRX6878023
SRX6878024,PRJNA573047,SAMN12797087,,SCFM2,CDM,CDM;Control;exp;LAC;WT,exp,LAC,Control,,,AH1263,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,573047,10/9/2019 0:40,SRR10152570,SRP222773,SRS5413806,Staphylococcus aureus,SRA965416,1280,91061,Staphylococcus aureus,1280,1280,,,SCFM2:CDM:Control:Exponential:LAC:WT,TRUE,TRUE,,TRUE,,,,GEORGIA INSTITUTE OF TECHNOLOGY,,,,,,TRUE,WT,,Control,,,SRX6878024
